id,type,name,alternativeName,localityId,neighborhood
1,,Calle 1,,6749,
2,,Calle 10,,6749,
3,,Calle 11,,6749,
4,,Calle 12,,6749,
5,,Calle 13,,6749,
6,,Calle 14,,6749,
7,,Calle 15,,6749,
8,,Calle 16,,6749,
9,,Calle 17,,6749,
10,,Calle 18,,6749,
11,,Calle 19,,6749,
12,,Calle 2,,6749,
13,,Calle 20,,6749,
14,,Calle 21,,6749,
15,,Calle 22,,6749,
16,,Calle 23,,6749,
17,,Calle 25,,6749,
18,,Calle 3,,6749,
19,,Calle 4,,6749,
20,,Calle 5,,6749,
21,,Calle 6,,6749,
22,,Calle 7,,6749,
23,,Calle 8,,6749,
24,,Calle 9,,6749,
